iter	Passed	Remaining
1262	60931	180284
1263	60983	180248
1264	61032	180202
1265	61072	180129
1266	61124	180093
1267	61170	180037
1268	61222	180001
1269	61262	179929
1270	61303	179858
1271	61347	179798
1272	61397	179754
1273	61444	179704
1274	61494	179661
1275	61540	179607
1276	61590	179561
1277	61637	179511
1278	61675	179431
1279	61729	179400
1280	61784	179372
1281	61844	179357
1282	61897	179325
1283	61946	179278
1284	61989	179215
1285	62031	179149
1286	62078	179096
1287	62126	179048
1288	62170	178987
1289	62217	178934
1290	62260	178873
1291	62314	178839
1292	62353	178765
1293	62405	178729
1294	62455	178685
1295	62500	178626
1296	62547	178576
1297	62589	178510
1298	62631	178443
1299	62683	178406
1300	62727	178345
1301	62774	178294
1302	62813	178220
1303	62855	178155
1304	62900	178097
1305	62951	178056
1306	62997	178002
1307	63044	177952
1308	63100	177925
1309	63150	177882
1310	63194	177823
1311	63246	177783
1312	63292	177728
1313	63340	177682
1314	63389	177635
1315	63436	177583
1316	63479	177521
1317	63526	177468
1318	63572	177414
1319	63615	177353
1320	63668	177318
1321	63718	177274
1322	63767	177227
1323	63815	177179
1324	63865	177136
1325	63906	177068
1326	63949	177006
1327	63992	176942
1328	64037	176886
1329	64081	176826
1330	64137	176800
1331	64180	176736
1332	64223	176673
1333	64275	176636
1334	64316	176569
1335	64365	176523
1336	64419	176491
1337	64464	176432
1338	64513	176387
1339	64557	176329
1340	64607	176286
1341	64656	176240
1342	64693	176160
1343	64738	176103
1344	64788	176059
1345	64831	175999
1346	64877	175943
1347	64926	175899
1348	64971	175841
1349	65023	175804
1350	65073	175761
1351	65118	175705
1352	65163	175648
1353	65209	175592
1354	65255	175538
1355	65306	175498
1356	65358	175461
1357	65401	175399
1358	65453	175361
1359	65497	175303
1360	65533	175220
1361	65572	175148
1362	65622	175106
1363	65670	175055
1364	65726	175031
1365	65773	174979
1366	65827	174947
1367	65863	174865
1368	65910	174813
1369	65952	174750
1370	66003	174709
1371	66053	174666
1372	66101	174618
1373	66148	174565
1374	66196	174517
1375	66251	174487
1376	66297	174434
1377	66347	174390
1378	66399	174351
1379	66444	174296
1380	66484	174226
1381	66528	174168
1382	66576	174120
1383	66624	174071
1384	66675	174030
1385	66722	173980
1386	66776	173945
1387	66822	173892
1388	66876	173859
1389	66918	173794
1390	66969	173755
1391	67021	173715
1392	67072	173676
1393	67128	173649
1394	67167	173575
1395	67217	173533
1396	67264	173481
1397	67318	173447
1398	67372	173414
1399	67409	173337
1400	67465	173309
1401	67522	173285
1402	67572	173241
1403	67623	173200
1404	67676	173164
1405	67726	173122
1406	67771	173065
1407	67816	173008
1408	67851	172926
1409	67896	172872
1410	67942	172818
1411	67985	172755
1412	68026	172690
1413	68077	172649
1414	68122	172592
1415	68165	172530
1416	68212	172480
1417	68262	172436
1418	68311	172392
1419	68360	172345
1420	68409	172300
1421	68460	172258
1422	68507	172206
1423	68552	172151
1424	68598	172098
1425	68647	172051
1426	68693	171998
1427	68742	171952
1428	68791	171906
1429	68842	171865
1430	68875	171779
1431	68921	171725
1432	68969	171678
1433	69011	171615
1434	69058	171564
1435	69110	171523
1436	69153	171465
1437	69204	171424
1438	69247	171363
1439	69294	171310
1440	69337	171250
1441	69387	171208
1442	69437	171164
1443	69485	171114
1444	69541	171086
1445	69590	171040
1446	69643	171003
1447	69694	170962
1448	69739	170907
1449	69791	170869
1450	69844	170832
1451	69888	170775
1452	69938	170730
1453	69990	170691
1454	70033	170631
1455	70083	170587
1456	70127	170530
1457	70173	170477
1458	70219	170423
1459	70272	170387
1460	70324	170347
1461	70372	170298
1462	70418	170247
1463	70466	170197
1464	70513	170147
1465	70564	170104
1466	70610	170053
1467	70659	170007
1468	70700	169940
1469	70749	169894
1470	70798	169849
1471	70847	169803
1472	70892	169747
1473	70950	169724
1474	70992	169659
1475	71038	169606
1476	71093	169574
1477	71141	169526
1478	71184	169465
1479	71233	169421
1480	71280	169368
1481	71335	169336
1482	71380	169281
1483	71426	169229
1484	71478	169188
1485	71529	169148
1486	71578	169101
1487	71616	169029
1488	71668	168991
1489	71715	168939
1490	71765	168896
1491	71816	168855
1492	71862	168803
1493	71904	168739
1494	71954	168697
1495	72005	168653
1496	72053	168605
1497	72106	168569
1498	72155	168523
1499	72206	168482
1500	72245	168412
1501	72283	168340
1502	72332	168295
1503	72376	168237
1504	72418	168174
1505	72458	168107
1506	72516	168081
1507	72554	168011
1508	72598	167953
1509	72651	167915
1510	72703	167876
1511	72743	167810
1512	72794	167768
1513	72835	167703
1514	72880	167648
1515	72925	167593
1516	72966	167529
1517	73021	167497
1518	73072	167455
1519	73121	167409
1520	73166	167353
1521	73213	167304
1522	73258	167249
1523	73303	167193
1524	73347	167136
1525	73396	167091
1526	73447	167048
1527	73495	167001
1528	73537	166938
1529	73582	166883
1530	73631	166838
1531	73670	166769
1532	73708	166697
1533	73755	166647
1534	73797	166584
1535	73841	166527
1536	73888	166477
1537	73932	166420
1538	73971	166351
1539	74017	166299
1540	74067	166255
1541	74111	166198
1542	74160	166152
1543	74210	166109
1544	74267	166080
1545	74316	166033
1546	74367	165992
1547	74413	165939
1548	74460	165888
1549	74508	165841
1550	74554	165789
1551	74602	165741
1552	74648	165687
1553	74692	165631
1554	74742	165587
1555	74785	165527
1556	74829	165470
1557	74881	165430
1558	74923	165370
1559	74967	165312
